ID;POND;AGE_REV;SEXE_1;SEXE_2;STAT_CONJ_A;STAT_CONJ_B;NATIO_***;NATIO_000;NATIO_001;NATIO_1ES;NATIO_1IT;NATIO_1PT;NATIO_2**;NATIO_3**;NATIO_3DZ;NATIO_3MA;NATIO_3TN;NATIO_4TR;DIPL_*;DIPL_A;DIPL_B;DIPL_C;DIPL_D;TYP_ACT_1;TYP_ACT_2;TYP_ACT_3;TYP_ACT_4;TYP_ACT_5;TYP_ACT_6;NES4_1;NES4_2;NES4_3;NES4_4;NES4_9;CSP_1;CSP_2;CSP_3;CSP_4;CSP_5;CSP_6;CSP_8;CSP_9;CLUSTER
1968-**;2918736.0;17474370276240.0;156937515984.0;278806418928.0;200283664320.0;235460270592.0;2008090368.0;379826790624.0;16838187984.0;8764964208.0;7807618800.0;3604638960.0;7883505936.0;826002288.0;5107788000.0;1482717888.0;1301756256.0;291873600.0;129495560112.0;239082421968.0;29858669280.0;24231346272.0;13075937280.0;0.0;22955858640.0;37491163920.0;4970607408.0;98594902080.0;271731402864.0;0.0;0.0;0.0;0.0;435743934912.0;0.0;2918736.0;872702064.0;2384607312.0;7069178592.0;11418095232.0;98594902080.0;315401530896.0;0
1968-11;428372.0;1189093845968.0;18839800560.0;11696697460.0;20596982504.0;9939515516.0;144789736.0;26611753756.0;1157889516.0;469495712.0;414664096.0;367114804.0;514046400.0;77535332.0;463070132.0;147359968.0;152072060.0;16706508.0;24845576.0;18668880132.0;5398343944.0;3413696468.0;3030731900.0;30536498020.0;0.0;0.0;0.0;0.0;0.0;401384564.0;9707337892.0;2831538920.0;17596236644.0;0.0;141362760.0;2684607324.0;3437256928.0;6141569364.0;9004807812.0;9126893832.0;0.0;0.0;0
1968-24;80572.0;30716866420.0;504703008.0;273541940.0;532258632.0;245986316.0;725148.0;716204508.0;16356116.0;11199508.0;4753748.0;13374952.0;9185208.0;402860.0;4431460.0;1047436.0;483432.0;80572.0;1530868.0;534998080.0;121824864.0;74690244.0;45200892.0;778244948.0;0.0;0.0;0.0;0.0;0.0;99184132.0;208762052.0;89193204.0;381105560.0;0.0;55191820.0;104421312.0;54950104.0;122308296.0;170248636.0;271124780.0;0.0;0.0;0
1968-27;97132.0;42622978580.0;715571444.0;377454952.0;732763808.0;360262588.0;485660.0;965394948.0;43709400.0;15541120.0;19620664.0;15346856.0;17095232.0;194264.0;11267312.0;3205356.0;1068452.0;97132.0;2331168.0;714405860.0;189018872.0;108982104.0;78288392.0;1093026396.0;0.0;0.0;0.0;0.0;0.0;107330860.0;342973092.0;127534316.0;515188128.0;0.0;66535420.0;142492644.0;76151488.0;194361132.0;234962308.0;378523404.0;0.0;0.0;0
1968-28;108856.0;42027886472.0;687099072.0;375988624.0;724110112.0;338977584.0;979704.0;988956760.0;26125440.0;9035048.0;5769368.0;7075640.0;13171576.0;2285976.0;6966784.0;1415128.0;870848.0;435424.0;1850552.0;688731912.0;180592104.0;118544184.0;73368944.0;1063087696.0;0.0;0.0;0.0;0.0;0.0;127034952.0;290863232.0;114516512.0;530673000.0;0.0;76634624.0;142165936.0;90241624.0;197355928.0;215643736.0;341045848.0;0.0;0.0;0
1968-32;191720.0;94816084600.0;1629236560.0;814810000.0;1639781160.0;804265400.0;3259240.0;2060606560.0;166221240.0;24348440.0;38152280.0;23198120.0;83398200.0;2108920.0;29141440.0;12078360.0;1342040.0;191720.0;5368160.0;1522065080.0;448816520.0;280678080.0;187118720.0;2444046560.0;0.0;0.0;0.0;0.0;0.0;231789480.0;787010600.0;254604160.0;1170642320.0;0.0;119249840.0;306943720.0;208783080.0;450733720.0;505949080.0;852387120.0;0.0;0.0;0
1968-44;181864.0;124727787120.0;2214376064.0;1024439912.0;2149268752.0;1089547224.0;2182368.0;2732506600.0;193139568.0;45284136.0;91113864.0;28370784.0;85294216.0;1636776.0;46193456.0;8183880.0;2727960.0;2182368.0;7638288.0;2009233472.0;640706872.0;350451928.0;230785416.0;3238815976.0;0.0;0.0;0.0;0.0;0.0;263702800.0;1016256032.0;373548656.0;1585308488.0;0.0;160040320.0;351724976.0;277160736.0;578691248.0;725273632.0;1145925064.0;0.0;0.0;0
1968-52;100568.0;32535859928.0;518528608.0;310151712.0;551313776.0;277366544.0;301704.0;806555360.0;7341464.0;2916472.0;3218176.0;2413632.0;2815904.0;201136.0;1407952.0;1005680.0;402272.0;100568.0;3218176.0;506158744.0;164730384.0;90913472.0;63659544.0;828680320.0;0.0;0.0;0.0;0.0;0.0;92924832.0;203046792.0;92220856.0;440487840.0;0.0;55614104.0;115954904.0;69995328.0;162216184.0;175994000.0;248905800.0;0.0;0.0;0
1968-53;106700.0;25969926400.0;447073000.0;230792100.0;445152400.0;232712700.0;320100.0;662820400.0;5548400.0;2134000.0;1280400.0;1280400.0;2134000.0;320100.0;1600500.0;213400.0;213400.0;0.0;1280400.0;399271400.0;134228600.0;87387300.0;55697400.0;677865100.0;0.0;0.0;0.0;0.0;0.0;80238400.0;136255900.0;94856300.0;366514500.0;0.0;51856200.0;101044900.0;61886000.0;133801800.0;141911000.0;187365200.0;0.0;0.0;0
1968-75;181452.0;134496940152.0;2209541004.0;1150042776.0;2242020912.0;1117562868.0;3084684.0;3051115380.0;121572840.0;75302580.0;31572648.0;32479908.0;24314568.0;1451616.0;11068572.0;5262108.0;2177424.0;181452.0;9072600.0;2190851448.0;533105976.0;369799176.0;256754580.0;3359583780.0;0.0;0.0;0.0;0.0;0.0;498811548.0;733610436.0;374698380.0;1752463416.0;0.0;312097440.0;485565552.0;266371536.0;545263260.0;725989452.0;1024296540.0;0.0;0.0;0
